concepts_name,primary_part,parts,paper_ids,supporting_titles,supporting_urls,canonical_urls,paper_row_count,verified_true_paper_rows,verification_statuses,citation_count_agg,definition,what_count,what_do_not_count,concept_text,evidence_texts,definition_variant_count,what_count_variant_count,what_not_variant_count,I_def,I_count,I_not,I_obs,A,P,label_similarity_indicator,label_similarity_ideation,label_similarity_attempt,label_similarity_behaviour,L,closest_label,V,E,evidence_preview,Q,decision,final_rank,part_rank
adverse_childhood_experience_load,Developmental and contextual vulnerability,Developmental and contextual vulnerability,S19_ACE_2001,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span",https://pubmed.ncbi.nlm.nih.gov/11754674/,https://pubmed.ncbi.nlm.nih.gov/11754674/,1,,not_audited,"~2284 OpenAlex, checked 2026-06-11",Cumulative childhood adversity burden creating long-term vulnerability.,"Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness.","A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","adverse_childhood_experience_load. Definition: Cumulative childhood adversity burden creating long-term vulnerability. What counts: Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness. What does not count: A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",1,1,1,,,,,,,,,,,,,,,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",,no_audit_include,1,1
identity_disturbance,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S39_BPD_ATTR,Borderline Personality Disorder,https://www.ncbi.nlm.nih.gov/books/NBK430883/,https://www.ncbi.nlm.nih.gov/books/NBK430883/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Unstable, confused, or fragmented sense of self.","Do not know who I am, identity keeps changing, no stable self, feel like different people.",Normal exploration of interests or values.,"identity_disturbance. Definition: Unstable, confused, or fragmented sense of self. What counts: Do not know who I am, identity keeps changing, no stable self, feel like different people. What does not count: Normal exploration of interests or values.","Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | diagnostic attribute | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | diagnostic attribute | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,78,3
aversive_self_awareness,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S10_ESCAPE_1990,Suicide as escape from self,https://pubmed.ncbi.nlm.nih.gov/2408091/,https://pubmed.ncbi.nlm.nih.gov/2408091/,1,,not_audited,"~1784 OpenAlex, checked 2026-06-11","Painful focus on the self as inadequate, shameful, or unbearable.","Being me is unbearable, constant awareness of failures, cannot escape myself.",Neutral self-reflection or ordinary self-awareness.,"aversive_self_awareness. Definition: Painful focus on the self as inadequate, shameful, or unbearable. What counts: Being me is unbearable, constant awareness of failures, cannot escape myself. What does not count: Neutral self-reflection or ordinary self-awareness.","Suicide as escape from self | Psychological Review (1990) | Escape theory | self-appraisal | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"Suicide as escape from self | Psychological Review (1990) | Escape theory | self-appraisal | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,79,4
standards_failure_self_blame,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S26_PERFECTIONISM_META,The perniciousness of perfectionism: A meta-analytic review of the perfectionism-suicide relationship,https://pubmed.ncbi.nlm.nih.gov/28734118/,https://pubmed.ncbi.nlm.nih.gov/28734118/,1,,not_audited,"~248 OpenAlex, checked 2026-06-11",Internal attribution of failing important standards or expectations.,"Failed everyone, did not meet standards, all my fault, ruined my future.",Specific accountability without global self-blame.,"standards_failure_self_blame. Definition: Internal attribution of failing important standards or expectations. What counts: Failed everyone, did not meet standards, all my fault, ruined my future. What does not count: Specific accountability without global self-blame.","The perniciousness of perfectionism: A meta-analytic review of the perfectionism-suicide relationship | Journal of Personality / related literature (2017) | Perfectionism evidence | self-appraisal | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"The perniciousness of perfectionism: A meta-analytic review of the perfectionism-suicide relationship | Journal of Personality / related literature (2017) | Perfectionism evidence | self-appraisal | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,80,5
perfectionistic_self_criticism,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S26_PERFECTIONISM_META,The perniciousness of perfectionism: A meta-analytic review of the perfectionism-suicide relationship,https://pubmed.ncbi.nlm.nih.gov/28734118/,https://pubmed.ncbi.nlm.nih.gov/28734118/,1,,not_audited,"~248 OpenAlex, checked 2026-06-11",Harsh self-criticism tied to perceived imperfection or failure.,"Not good enough, anything less than perfect is failure, relentless self-criticism.",Healthy striving or wanting to improve without harsh self-punishment or impossible standards.,"perfectionistic_self_criticism. Definition: Harsh self-criticism tied to perceived imperfection or failure. What counts: Not good enough, anything less than perfect is failure, relentless self-criticism. What does not count: Healthy striving or wanting to improve without harsh self-punishment or impossible standards.","The perniciousness of perfectionism: A meta-analytic review of the perfectionism-suicide relationship | Journal of Personality / related literature (2017) | Perfectionism evidence | self-appraisal | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"The perniciousness of perfectionism: A meta-analytic review of the perfectionism-suicide relationship | Journal of Personality / related literature (2017) | Perfectionism evidence | self-appraisal | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,81,6
negative_trauma_self_belief,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S38_PTSD_CPTSD,Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,1,,not_audited,diagnostic framework/guidance; citation count not applicable,"Negative self-beliefs linked to trauma, such as brokenness or permanent damage.","I am broken/dirty/damaged because of what happened, trauma ruined who I am.",Feeling upset about trauma without global damaged-self belief.,"negative_trauma_self_belief. Definition: Negative self-beliefs linked to trauma, such as brokenness or permanent damage. What counts: I am broken/dirty/damaged because of what happened, trauma ruined who I am. What does not count: Feeling upset about trauma without global damaged-self belief.","Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | trauma self-concept | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | trauma self-concept | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,82,7
chronic_emptiness,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S39_BPD_ATTR,Borderline Personality Disorder,https://www.ncbi.nlm.nih.gov/books/NBK430883/,https://www.ncbi.nlm.nih.gov/books/NBK430883/,1,,not_audited,diagnostic framework summary; citation count not applicable,Persistent inner emptiness or void-like feeling.,"Empty inside, hollow, nothing inside me, chronic void.","Boredom, temporary lack of plans, or neutral quietness without persistent inner void.","chronic_emptiness. Definition: Persistent inner emptiness or void-like feeling. What counts: Empty inside, hollow, nothing inside me, chronic void. What does not count: Boredom, temporary lack of plans, or neutral quietness without persistent inner void.","Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | diagnostic attribute | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | diagnostic attribute | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,83,8
purposelessness_or_meaninglessness,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S30_CDC_2026,Risk and Protective Factors for Suicide,https://www.cdc.gov/suicide/risk-factors/index.html,https://www.cdc.gov/suicide/risk-factors/index.html,1,,not_audited,guidance/framework source; citation count not applicable,"Absence of purpose, meaning, or reason to continue ordinary life engagement.","No purpose, life meaningless, nothing matters, no reason to keep doing anything.",Temporary boredom or uncertainty about one goal.,"purposelessness_or_meaninglessness. Definition: Absence of purpose, meaning, or reason to continue ordinary life engagement. What counts: No purpose, life meaningless, nothing matters, no reason to keep doing anything. What does not count: Temporary boredom or uncertainty about one goal.","Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | meaning concept | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | meaning concept | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,84,9
valued_identity_anchor,"Self-concept, identity, and meaning","Self-concept, identity, and meaning",S32_REASONS_LIVING,Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,1,,not_audited,"~828 OpenAlex, checked 2026-06-11",Stable valued role or identity that provides meaning.,"Parent, friend, student, worker, caregiver, artist, faith/community member as reason to keep going.","Role label without value, meaning, or anchoring function.","valued_identity_anchor. Definition: Stable valued role or identity that provides meaning. What counts: Parent, friend, student, worker, caregiver, artist, faith/community member as reason to keep going. What does not count: Role label without value, meaning, or anchoring function.","Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective self-concept | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",1,1,1,,,,,,,,,,,,,,,"Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective self-concept | Self-directed beliefs, identity disturbance, worthlessness, purpose, and meaning-related attributes.",,no_audit_include,85,10
thwarted_belongingness,Interpersonal and social ecology,Interpersonal and social ecology,S01_IPTS_2010,The Interpersonal Theory of Suicide,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,1,,not_audited,"~5109 OpenAlex, checked 2026-06-11",Unmet need to belong; feeling alienated or disconnected from valued groups.,"Do not belong, nobody wants me, excluded, invisible, disconnected from everyone.",Being alone by choice or temporary solitude without alienation.,"thwarted_belongingness. Definition: Unmet need to belong; feeling alienated or disconnected from valued groups. What counts: Do not belong, nobody wants me, excluded, invisible, disconnected from everyone. What does not count: Being alone by choice or temporary solitude without alienation.","The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | interpersonal mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | interpersonal mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,86,1
perceived_burdensomeness,Interpersonal and social ecology,Interpersonal and social ecology,S01_IPTS_2010,The Interpersonal Theory of Suicide,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3130348/,1,,not_audited,"~5109 OpenAlex, checked 2026-06-11",Belief that one is a burden or liability to others.,"Everyone better without me, I drain people, I am a burden, I only hurt my family.",Asking for help or needing support without global burden belief.,"perceived_burdensomeness. Definition: Belief that one is a burden or liability to others. What counts: Everyone better without me, I drain people, I am a burden, I only hurt my family. What does not count: Asking for help or needing support without global burden belief.","The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | interpersonal mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"The Interpersonal Theory of Suicide | Psychological Review (2010) | Interpersonal Theory of Suicide | interpersonal mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,87,2
loneliness_social_isolation,Interpersonal and social ecology,Interpersonal and social ecology,S22_LONELINESS_META,Suicidal thoughts and behaviors and social isolation: A narrative review of the literature,https://pubmed.ncbi.nlm.nih.gov/?term=loneliness+social+isolation+suicide+ideation+attempt+meta-analysis,https://pubmed.ncbi.nlm.nih.gov/?term=loneliness+social+isolation+suicide+ideation+attempt+meta-analysis,1,,not_audited,"~581 OpenAlex, checked 2026-06-11",Lack of meaningful social connection or support.,"No friends, alone all the time, isolated, nobody to talk to, socially cut off.","Private time, introversion, or temporary distance.","loneliness_social_isolation. Definition: Lack of meaningful social connection or support. What counts: No friends, alone all the time, isolated, nobody to talk to, socially cut off. What does not count: Private time, introversion, or temporary distance.","Suicidal thoughts and behaviors and social isolation: A narrative review of the literature | Journal of Affective Disorders / related literature (2019) | Loneliness/social isolation evidence | interpersonal context | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Suicidal thoughts and behaviors and social isolation: A narrative review of the literature | Journal of Affective Disorders / related literature (2019) | Loneliness/social isolation evidence | interpersonal context | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,88,3
low_social_support,Interpersonal and social ecology,Interpersonal and social ecology,S30_CDC_2026,Risk and Protective Factors for Suicide,https://www.cdc.gov/suicide/risk-factors/index.html,https://www.cdc.gov/suicide/risk-factors/index.html,1,,not_audited,guidance/framework source; citation count not applicable,"Perceived absence of emotional, practical, or informational support.","No support, nobody listens, cannot rely on anyone, no one helps.","Support exists but poster has not asked yet, or one person unavailable.","low_social_support. Definition: Perceived absence of emotional, practical, or informational support. What counts: No support, nobody listens, cannot rely on anyone, no one helps. What does not count: Support exists but poster has not asked yet, or one person unavailable.","Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | interpersonal context | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | interpersonal context | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,89,4
rejection_sensitivity,Interpersonal and social ecology,Interpersonal and social ecology,S39_BPD_ATTR,Borderline Personality Disorder,https://www.ncbi.nlm.nih.gov/books/NBK430883/,https://www.ncbi.nlm.nih.gov/books/NBK430883/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Heightened fear or pain around rejection, criticism, or perceived abandonment.","Small rejection destroys me, everyone will leave, interpreting silence as rejection.","Normal disappointment after rejection without heightened fear, panic, or overinterpretation.","rejection_sensitivity. Definition: Heightened fear or pain around rejection, criticism, or perceived abandonment. What counts: Small rejection destroys me, everyone will leave, interpreting silence as rejection. What does not count: Normal disappointment after rejection without heightened fear, panic, or overinterpretation.","Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | interpersonal mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | interpersonal mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,90,5
abandonment_fear,Interpersonal and social ecology,Interpersonal and social ecology,S39_BPD_ATTR,Borderline Personality Disorder,https://www.ncbi.nlm.nih.gov/books/NBK430883/,https://www.ncbi.nlm.nih.gov/books/NBK430883/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Fear of being left, deserted, or emotionally abandoned.","Terrified they will leave, cannot be alone, frantic about abandonment, panic when ignored.",Missing someone or wanting reassurance without abandonment panic.,"abandonment_fear. Definition: Fear of being left, deserted, or emotionally abandoned. What counts: Terrified they will leave, cannot be alone, frantic about abandonment, panic when ignored. What does not count: Missing someone or wanting reassurance without abandonment panic.","Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | diagnostic attribute | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | diagnostic attribute | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,91,6
relationship_instability,Interpersonal and social ecology,Interpersonal and social ecology,S39_BPD_ATTR,Borderline Personality Disorder,https://www.ncbi.nlm.nih.gov/books/NBK430883/,https://www.ncbi.nlm.nih.gov/books/NBK430883/,1,,not_audited,diagnostic framework summary; citation count not applicable,Intense unstable relationships or rapid shifts in closeness/conflict.,"On/off relationship chaos, idolizing then hating, repeated breakups, unstable attachment.",One conflict or normal relationship change.,"relationship_instability. Definition: Intense unstable relationships or rapid shifts in closeness/conflict. What counts: On/off relationship chaos, idolizing then hating, repeated breakups, unstable attachment. What does not count: One conflict or normal relationship change.","Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | interpersonal pattern | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Borderline Personality Disorder | StatPearls / NCBI Bookshelf (2024) | Borderline pattern attributes | interpersonal pattern | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,92,7
family_conflict_or_invalidating_home,Interpersonal and social ecology,Interpersonal and social ecology,S30_CDC_2026,Risk and Protective Factors for Suicide,https://www.cdc.gov/suicide/risk-factors/index.html,https://www.cdc.gov/suicide/risk-factors/index.html,1,,not_audited,guidance/framework source; citation count not applicable,"Family conflict, invalidation, hostility, or unsafe emotional home climate.","Family hates me, constant fights, invalidated, unsafe at home, parents attack feelings.","Routine disagreement with family, temporary annoyance, or conflict that is not chronic/hostile/invalidating.","family_conflict_or_invalidating_home. Definition: Family conflict, invalidation, hostility, or unsafe emotional home climate. What counts: Family hates me, constant fights, invalidated, unsafe at home, parents attack feelings. What does not count: Routine disagreement with family, temporary annoyance, or conflict that is not chronic/hostile/invalidating.","Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | interpersonal context | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | interpersonal context | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,93,8
bullying_victimization,Interpersonal and social ecology,Interpersonal and social ecology,S21_BULLYING_META,Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC4702491/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4702491/,1,,not_audited,"~661 OpenAlex, checked 2026-06-11",Being targeted by repeated peer aggression or harassment.,"Bullied, mocked, threatened, humiliated repeatedly at school/work/community.",One rude comment or ordinary disagreement.,"bullying_victimization. Definition: Being targeted by repeated peer aggression or harassment. What counts: Bullied, mocked, threatened, humiliated repeatedly at school/work/community. What does not count: One rude comment or ordinary disagreement.","Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis | Pediatrics / related meta-analysis literature (2015) | Bullying victimization evidence | interpersonal risk | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis | Pediatrics / related meta-analysis literature (2015) | Bullying victimization evidence | interpersonal risk | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,94,9
cyberbullying_victimization,Interpersonal and social ecology,Interpersonal and social ecology,S21_BULLYING_META,Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC4702491/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4702491/,1,,not_audited,"~661 OpenAlex, checked 2026-06-11","Online harassment, humiliation, dogpiling, or digital peer attack.","Harassed online, cyberbullied, doxxed, mocked in group chat/social media, online threats.",Negative feedback or disagreement online without harassment pattern.,"cyberbullying_victimization. Definition: Online harassment, humiliation, dogpiling, or digital peer attack. What counts: Harassed online, cyberbullied, doxxed, mocked in group chat/social media, online threats. What does not count: Negative feedback or disagreement online without harassment pattern.","Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis | Pediatrics / related meta-analysis literature (2015) | Bullying victimization evidence | digital/interpersonal risk | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis | Pediatrics / related meta-analysis literature (2015) | Bullying victimization evidence | digital/interpersonal risk | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,95,10
peer_social_exclusion,Interpersonal and social ecology,Interpersonal and social ecology,S21_BULLYING_META,Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC4702491/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4702491/,1,,not_audited,"~661 OpenAlex, checked 2026-06-11","Being excluded, ostracized, or socially rejected by peers/groups.","Left out, ostracized, group excludes me, no one invites me, socially erased.",Choosing not to attend or being unavailable.,"peer_social_exclusion. Definition: Being excluded, ostracized, or socially rejected by peers/groups. What counts: Left out, ostracized, group excludes me, no one invites me, socially erased. What does not count: Choosing not to attend or being unavailable.","Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis | Pediatrics / related meta-analysis literature (2015) | Bullying victimization evidence | interpersonal risk | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Bullying and Suicidal Ideation and Behaviors: A Meta-Analysis | Pediatrics / related meta-analysis literature (2015) | Bullying victimization evidence | interpersonal risk | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,96,11
social_defeat_humiliation,Interpersonal and social ecology,Interpersonal and social ecology,S05_CRY_PAIN_2009,Elaborating the cry of pain model of suicidality,https://pubmed.ncbi.nlm.nih.gov/19302734/,https://pubmed.ncbi.nlm.nih.gov/19302734/,1,,not_audited,"~159 OpenAlex, mechanism-source exception, checked 2026-06-11","Interpersonal defeat, status loss, or humiliation by others.","Humiliated by peers/family, socially defeated, reputation destroyed, treated as inferior.",Losing a competition without social humiliation.,"social_defeat_humiliation. Definition: Interpersonal defeat, status loss, or humiliation by others. What counts: Humiliated by peers/family, socially defeated, reputation destroyed, treated as inferior. What does not count: Losing a competition without social humiliation.","Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | interpersonal/cognitive mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | interpersonal/cognitive mechanism | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,97,12
support_seeking,Interpersonal and social ecology,Interpersonal and social ecology,S48_SOCIAL_SUPPORT_2017,The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk,https://pmc.ncbi.nlm.nih.gov/articles/PMC5565730/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5565730/,1,,not_audited,"~211 OpenAlex, checked 2026-06-11","Requesting emotional, informational, or practical support.","Asking for help, advice, someone to listen, resources, encouragement, or how to cope.",Rhetorical complaint with no support request.,"support_seeking. Definition: Requesting emotional, informational, or practical support. What counts: Asking for help, advice, someone to listen, resources, encouragement, or how to cope. What does not count: Rhetorical complaint with no support request.","The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk | ICWSM / PMC (2017) | Online social support analysis | interpersonal/protective marker | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk | ICWSM / PMC (2017) | Online social support analysis | interpersonal/protective marker | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,98,13
received_social_support,Interpersonal and social ecology,Interpersonal and social ecology,S48_SOCIAL_SUPPORT_2017,The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk,https://pmc.ncbi.nlm.nih.gov/articles/PMC5565730/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5565730/,1,,not_audited,"~211 OpenAlex, checked 2026-06-11","Mentions receiving support, validation, advice, or care from others.","Friend helped, comments supported me, family checked in, community listened, therapist validated me.","Generic social contact, casual conversation, or social presence without support, care, advice, or validation.","received_social_support. Definition: Mentions receiving support, validation, advice, or care from others. What counts: Friend helped, comments supported me, family checked in, community listened, therapist validated me. What does not count: Generic social contact, casual conversation, or social presence without support, care, advice, or validation.","The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk | ICWSM / PMC (2017) | Online social support analysis | interpersonal/protective marker | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk | ICWSM / PMC (2017) | Online social support analysis | interpersonal/protective marker | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,99,14
emotional_support_language,Interpersonal and social ecology,Interpersonal and social ecology,S48_SOCIAL_SUPPORT_2017,The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk,https://pmc.ncbi.nlm.nih.gov/articles/PMC5565730/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5565730/,1,,not_audited,"~211 OpenAlex, checked 2026-06-11","Language involving empathy, care, comfort, or validation.","Someone cares, I hear you, you are not alone, comfort, warmth, emotional validation.",Neutral information exchange without care/comfort.,"emotional_support_language. Definition: Language involving empathy, care, comfort, or validation. What counts: Someone cares, I hear you, you are not alone, comfort, warmth, emotional validation. What does not count: Neutral information exchange without care/comfort.","The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk | ICWSM / PMC (2017) | Online social support analysis | support marker | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",1,1,1,,,,,,,,,,,,,,,"The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk | ICWSM / PMC (2017) | Online social support analysis | support marker | Belonging, burden, support, rejection, family/peer context, bullying, and social defeat.",,no_audit_include,100,15
